"icd","icddesc","icdvers","hcc","rxhcc","inhcc","inrxhcc","year"
"30401","Opioid dependence-contin",9,52,,"Yes","No",2011
"30402","Opioid dependence-episod",9,52,,"Yes","No",2011
"30403","Opioid dependence-remiss",9,52,,"Yes","No",2011
"30410","Sed,hyp,anxiolyt dep-NOS",9,52,,"Yes","No",2011
"30411","Sed,hyp,anxiolyt dep-con",9,52,,"Yes","No",2011
"30412","Sed,hyp,anxiolyt dep-epi",9,52,,"Yes","No",2011
"30413","Sed,hyp,anxiolyt dep-rem",9,52,,"Yes","No",2011
"30420","Cocaine depend-unspec",9,52,,"Yes","No",2011
"30421","Cocaine depend-contin",9,52,,"Yes","No",2011
"30422","Cocaine depend-episodic",9,52,,"Yes","No",2011
"30423","Cocaine depend-remiss",9,52,,"Yes","No",2011
"30430","Cannabis depend-unspec",9,52,,"Yes","No",2011
"30431","Cannabis depend-contin",9,52,,"Yes","No",2011
"30432","Cannabis depend-episodic",9,52,,"Yes","No",2011
"30433","Cannabis depend-remiss",9,52,,"Yes","No",2011
"30440","Amphetamin depend-unspec",9,52,,"Yes","No",2011
"30441","Amphetamin depend-contin",9,52,,"Yes","No",2011
"30442","Amphetamin depend-episod",9,52,,"Yes","No",2011
"30443","Amphetamin depend-remiss",9,52,,"Yes","No",2011
"30450","Hallucinogen dep-unspec",9,52,,"Yes","No",2011
"30451","Hallucinogen dep-contin",9,52,,"Yes","No",2011
"30452","Hallucinogen dep-episod",9,52,,"Yes","No",2011
"30453","Hallucinogen dep-remiss",9,52,,"Yes","No",2011
"30460","Drug depend NEC-unspec",9,52,,"Yes","No",2011
"30461","Drug depend NEC-contin",9,52,,"Yes","No",2011
"30462","Drug depend NEC-episodic",9,52,,"Yes","No",2011
"30463","Drug depend NEC-in rem",9,52,,"Yes","No",2011
"30470","Opioid/other dep-unspec",9,52,,"Yes","No",2011
"30471","Opioid/other dep-contin",9,52,,"Yes","No",2011
"30472","Opioid/other dep-episod",9,52,,"Yes","No",2011
"30473","Opioid/other dep-remiss",9,52,,"Yes","No",2011
"30480","Comb drug dep NEC-unspec",9,52,,"Yes","No",2011
"30481","Comb drug dep NEC-contin",9,52,,"Yes","No",2011
"30482","Comb drug dep NEC-episod",9,52,,"Yes","No",2011
"30483","Comb drug dep NEC-remiss",9,52,,"Yes","No",2011
"30490","Drug depend NOS-unspec",9,52,,"Yes","No",2011
"30491","Drug depend NOS-contin",9,52,,"Yes","No",2011
"30492","Drug depend NOS-episodic",9,52,,"Yes","No",2011
"30493","Drug depend NOS-remiss",9,52,,"Yes","No",2011
"3071","Anorexia nervosa",9,,61,"No","Yes",2011
"30723","Tourette's disorder",9,,61,"No","Yes",2011
"3073","Stereotypic movement dis",9,,61,"No","Yes",2011
"30751","Bulimia nervosa",9,,61,"No","Yes",2011
"3091","Prolong depressive react",9,,62,"No","Yes",2011
"30981","Posttraumatic stress dis",9,,61,"No","Yes",2011
"311","Depressive disorder NEC",9,,62,"No","Yes",2011
"31200","Unsocial aggress-unspec",9,,61,"No","Yes",2011
"31201","Unsocial aggression-mild",9,,61,"No","Yes",2011
"31202","Unsocial aggression-mod",9,,61,"No","Yes",2011
"31203","Unsocial aggress-severe",9,,61,"No","Yes",2011
"31210","Unsocial unaggress-unsp",9,,61,"No","Yes",2011
"31211","Unsocial unaggress-mild",9,,61,"No","Yes",2011
"31212","Unsocial unaggress-mod",9,,61,"No","Yes",2011
"31213","Unsocial unaggr-severe",9,,61,"No","Yes",2011
"31220","Social conduct dis-unsp",9,,61,"No","Yes",2011
"31221","Social conduct dis-mild",9,,61,"No","Yes",2011
"31222","Social conduct dis-mod",9,,61,"No","Yes",2011
"31223","Social conduct dis-sev",9,,61,"No","Yes",2011
"31230","Impulse control dis NOS",9,,61,"No","Yes",2011
"31231","Pathological gambling",9,,61,"No","Yes",2011
"31232","Kleptomania",9,,61,"No","Yes",2011
"31233","Pyromania",9,,61,"No","Yes",2011
"31234","Intermitt explosive dis",9,,61,"No","Yes",2011
"31235","Isolated explosive dis",9,,61,"No","Yes",2011
"31239","Impulse control dis NEC",9,,61,"No","Yes",2011
"3124","Mix dis conduct/emotion",9,,61,"No","Yes",2011
"31281","Cndct dsrdr chldhd onst",9,,61,"No","Yes",2011
"31282","Cndct dsrdr adlscnt onst",9,,61,"No","Yes",2011
"31289","Other conduct disorder",9,,61,"No","Yes",2011
"3129","Conduct disturbance NOS",9,,61,"No","Yes",2011
"31381","Opposition defiant disor",9,,61,"No","Yes",2011
"31400","Attn defic nonhyperact",9,,61,"No","Yes",2011
"31401","Attn deficit w hyperact",9,,61,"No","Yes",2011
"3141","Hyperkinet w devel delay",9,,61,"No","Yes",2011
"3142","Hyperkinetic conduct dis",9,,61,"No","Yes",2011
"3148","Other hyperkinetic synd",9,,61,"No","Yes",2011
"3149","Hyperkinetic synd NOS",9,,61,"No","Yes",2011
"317","Mild mental retardation",9,,68,"No","Yes",2011
"3180","Mod mental retardation",9,,67,"No","Yes",2011
"3181","Severe mental retardat",9,,66,"No","Yes",2011
"3182","Profound mental retardat",9,,66,"No","Yes",2011
"319","Mental retardation NOS",9,,68,"No","Yes",2011
"3210","Cryptococcal meningitis",9,5,5,"Yes","Yes",2011
"32302","Myelitis-oth viral dis",9,,72,"No","Yes",2011
"32342","Myelitis d/t oth infect",9,,72,"No","Yes",2011
"32352","Myelitis follwg immune",9,,72,"No","Yes",2011
"32363","Postinfectious myelitis",9,,72,"No","Yes",2011
"32372","Toxic myelitis",9,,72,"No","Yes",2011
"32382","Myelitis cause NEC",9,,72,"No","Yes",2011
"3300","Leukodystrophy",9,,55,"No","Yes",2011
"3301","Cerebral lipidoses",9,,55,"No","Yes",2011
"3302","Cereb degen in lipidosis",9,,55,"No","Yes",2011
"3303","Cerb deg chld in oth dis",9,,55,"No","Yes",2011
"3308","Cereb degen in child NEC",9,,55,"No","Yes",2011
"3309","Cereb degen in child NOS",9,,55,"No","Yes",2011
"3310","Alzheimer's disease",9,,54,"No","Yes",2011
"33111","Pick's disease",9,,55,"No","Yes",2011
"33119","Frontotemp dementia NEC",9,,55,"No","Yes",2011
"3312","Senile degenerat brain",9,,55,"No","Yes",2011
"3317","Cereb degen in oth dis",9,,55,"No","Yes",2011
"33181","Reye's syndrome",9,,55,"No","Yes",2011
"33182","Dementia w Lewy bodies",9,,55,"No","Yes",2011
"33189","Cereb degeneration NEC",9,,55,"No","Yes",2011
"3319","Cereb degeneration NOS",9,,55,"No","Yes",2011
"3320","Paralysis agitans",9,73,76,"Yes","Yes",2011
"3321","Secondary parkinsonism",9,73,76,"Yes","Yes",2011
"3330","Degen basal ganglia NEC",9,73,,"Yes","No",2011
"3334","Huntington's chorea",9,73,,"Yes","No",2011
"33371","Athetoid cerebral palsy",9,101,,"Yes","No",2011
"3340","Friedreich's ataxia",9,69,72,"Yes","Yes",2011
"3341","Hered spastic paraplegia",9,69,72,"Yes","Yes",2011
"3342","Primary cerebellar degen",9,69,72,"Yes","Yes",2011
"3343","Cerebellar ataxia NEC",9,69,72,"Yes","Yes",2011
"3344","Cerebel atax in oth dis",9,69,72,"Yes","Yes",2011
"3348","Spinocerebellar dis NEC",9,69,72,"Yes","Yes",2011
"3349","Spinocerebellar dis NOS",9,69,72,"Yes","Yes",2011
"3350","Werdnig-hoffmann disease",9,67,72,"Yes","Yes",2011
"33510","Spinal muscl atrophy NOS",9,67,72,"Yes","Yes",2011
"33511","Kugelberg-welander dis",9,67,72,"Yes","Yes",2011
"33519","Spinal muscl atrophy NEC",9,67,72,"Yes","Yes",2011
"33520","Amyotrophic sclerosis",9,67,71,"Yes","Yes",2011
"33521","Prog muscular atrophy",9,67,71,"Yes","Yes",2011
"33522","Progressive bulbar palsy",9,67,71,"Yes","Yes",2011
"33523","Pseudobulbar palsy",9,67,71,"Yes","Yes",2011
"33524","Prim lateral sclerosis",9,67,71,"Yes","Yes",2011
"33529","Motor neuron disease NEC",9,67,71,"Yes","Yes",2011
"3358","Ant horn cell dis NEC",9,67,72,"Yes","Yes",2011
"3359","Ant horn cell dis NOS",9,67,72,"Yes","Yes",2011
"3360","Syringomyelia",9,69,72,"Yes","Yes",2011
"3361","Vascular myelopathies",9,69,72,"Yes","Yes",2011
"3362","Comb deg cord in oth dis",9,69,72,"Yes","Yes",2011
"3363","Myelopathy in oth dis",9,69,72,"Yes","Yes",2011
"3368","Myelopathy NEC",9,69,72,"Yes","Yes",2011
"3369","Spinal cord disease NOS",9,69,72,"Yes","Yes",2011
"33700","Idio perph auto neur NOS",9,71,74,"Yes","Yes",2011
"33701","Carotid sinus syndrome",9,,74,"No","Yes",2011
"33709","Idio perph auto neur NEC",9,71,74,"Yes","Yes",2011
"3371","Aut neuropthy in oth dis",9,71,74,"Yes","Yes",2011
"33720","Unsp rflx sympth dystrph",9,71,74,"Yes","Yes",2011
"33721","Rflx sym dystrph up limb",9,71,74,"Yes","Yes",2011
"33722","Rflx sym dystrph lwr lmb",9,71,74,"Yes","Yes",2011
"33729","Rflx sym dystrph oth st",9,71,74,"Yes","Yes",2011
"3373","Autonomic dysreflexia",9,71,74,"Yes","Yes",2011
"3379","Autonomic nerve dis NEC",9,71,74,"Yes","Yes",2011
"340","Multiple sclerosis",9,72,75,"Yes","Yes",2011
"3410","Neuromyelitis optica",9,72,75,"Yes","Yes",2011
"3411","Schilder's disease",9,72,75,"Yes","Yes",2011
"34120","Acute myelitis NOS",9,,72,"No","Yes",2011
"34121","Acute myelitis oth cond",9,,72,"No","Yes",2011
"34122","Idiopathc trans myelitis",9,,72,"No","Yes",2011
"3418","Cns demyelination NEC",9,72,,"Yes","No",2011
"3419","Cns demyelination NOS",9,72,,"Yes","No",2011
"34200","Flccd hmiplga unspf side",9,100,,"Yes","No",2011
"34201","Flccd hmiplga domnt side",9,100,,"Yes","No",2011
"34202","Flccd hmiplg nondmnt sde",9,100,,"Yes","No",2011
"34210","Spstc hmiplga unspf side",9,100,98,"Yes","Yes",2011
"34211","Spstc hmiplga domnt side",9,100,98,"Yes","Yes",2011
"34212","Spstc hmiplg nondmnt sde",9,100,98,"Yes","Yes",2011
"34280","Ot sp hmiplga unspf side",9,100,,"Yes","No",2011
"34281","Ot sp hmiplga domnt side",9,100,,"Yes","No",2011
"34282","Ot sp hmiplg nondmnt sde",9,100,,"Yes","No",2011
"34290","Unsp hemiplga unspf side",9,100,,"Yes","No",2011
"34291","Unsp hemiplga domnt side",9,100,,"Yes","No",2011
"34292","Unsp hmiplga nondmnt sde",9,100,,"Yes","No",2011
"3430","Congenital diplegia",9,68,,"Yes","No",2011
"3431","Congenital hemiplegia",9,100,,"Yes","No",2011
"3432","Congenital quadriplegia",9,67,,"Yes","No",2011
"3433","Congenital monoplegia",9,101,,"Yes","No",2011
"3434","Infantile hemiplegia",9,100,,"Yes","No",2011
"3438","Cerebral palsy NEC",9,101,,"Yes","No",2011
"3439","Cerebral palsy NOS",9,101,,"Yes","No",2011
"34400","Quadriplegia, unspecifd",9,67,,"Yes","No",2011
"34401","Quadrplg c1-c4, complete",9,67,,"Yes","No",2011
"34402","Quadrplg c1-c4, incomplt",9,67,,"Yes","No",2011
"34403","Quadrplg c5-c7, complete",9,67,,"Yes","No",2011
"34404","Quadrplg c5-c7, incomplt",9,67,,"Yes","No",2011
"34409","Other quadriplegia",9,67,,"Yes","No",2011
"3441","Paraplegia NOS",9,68,,"Yes","No",2011
"3442","Diplegia of upper limbs",9,101,,"Yes","No",2011
"34430","Monplga lwr lmb unsp sde",9,101,,"Yes","No",2011
"34431","Monplga lwr lmb dmnt sde",9,101,,"Yes","No",2011
"34432","Mnplg lwr lmb nondmnt sd",9,101,,"Yes","No",2011
"34440","Monplga upr lmb unsp sde",9,101,,"Yes","No",2011
"34441","Monplga upr lmb dmnt sde",9,101,,"Yes","No",2011
"34442","Mnplg upr lmb nondmnt sd",9,101,,"Yes","No",2011
"3445","Monoplegia NOS",9,101,,"Yes","No",2011
"34460","Cauda equina synd NOS",9,69,72,"Yes","Yes",2011
"34461","Neurogenic bladder",9,69,72,"Yes","Yes",2011
"34481","Locked-in state",9,67,,"Yes","No",2011
"34489","Oth spcf paralytic synd",9,101,,"Yes","No",2011
"3449","Paralysis NOS",9,101,,"Yes","No",2011
"34500","Gen noncv ep w/o intr ep",9,74,79,"Yes","Yes",2011
"34501","Gen nonconv ep w intr ep",9,74,78,"Yes","Yes",2011
"34510","Gen cnv epil w/o intr ep",9,74,79,"Yes","Yes",2011
"34511","Gen cnv epil w intr epil",9,74,78,"Yes","Yes",2011
"3452","Petit mal status",9,74,79,"Yes","Yes",2011
"3453","Grand mal status",9,74,79,"Yes","Yes",2011
"34540","Psymotr epil w/o int epi",9,74,79,"Yes","Yes",2011
"34541","Psymotr epil w intr epil",9,74,78,"Yes","Yes",2011
"34550","Part epil w/o intr epil",9,74,79,"Yes","Yes",2011
"34551","Part epil w intr epil",9,74,78,"Yes","Yes",2011
"34560","Inf spasm w/o intr epil",9,74,79,"Yes","Yes",2011
"34561","Inf spasm w intract epil",9,74,78,"Yes","Yes",2011
"34570","Epil par cont w/o int ep",9,74,79,"Yes","Yes",2011
"34571","Epil par cont w intr epi",9,74,78,"Yes","Yes",2011
"34580","Epilep NEC w/o intr epil",9,74,79,"Yes","Yes",2011
"34581","Epilepsy NEC w intr epil",9,74,78,"Yes","Yes",2011
"34590","Epilep NOS w/o intr epil",9,74,79,"Yes","Yes",2011
"34591","Epilepsy NOS w intr epil",9,74,78,"Yes","Yes",2011
"34600","Mgrn w aura wo ntrc mgrn",9,,81,"No","Yes",2011
"34601","Mgrn w aura w ntrc mgrn",9,,81,"No","Yes",2011
"34602","Mgrn w aur wo ntrc mgrn",9,,81,"No","Yes",2011
"34603","Mgrn w aura w ntrc mgrn",9,,81,"No","Yes",2011
"34610","Mgrn wo aura wo ntrc mgr",9,,81,"No","Yes",2011
"34611","Mgrn wo aura w ntrc mgrn",9,,81,"No","Yes",2011
"34612","Mgrn wo aura wo ntrc mgr",9,,81,"No","Yes",2011
"34613","Mgrn wo aura w ntrc mgrn",9,,81,"No","Yes",2011
"34620","Vrnt mgrn wo ntr mgr NEC",9,,81,"No","Yes",2011
"34621","Vrnt mgrn w ntrc mgr NEC",9,,81,"No","Yes",2011
"34622","Var mgr NEC wo ntc mgr",9,,81,"No","Yes",2011
"34623","Var mgrn NEC w ntrc mgr",9,,81,"No","Yes",2011
"34630","Hmplg mgr wo ntrc wo st",9,,81,"No","Yes",2011
"34631","Hmplg mgrn w ntrc wo st",9,,81,"No","Yes",2011
"34632","Hemplg mgr wo ntrc w st",9,,81,"No","Yes",2011
"34633","Hmplg mgrn w ntrc w st",9,,81,"No","Yes",2011
"34640","Menst mgr wo ntrc wo st",9,,81,"No","Yes",2011
"34641","Menstl mgrn w ntrc wo st",9,,81,"No","Yes",2011
"34642","Menstl mgr wo ntrc w st",9,,81,"No","Yes",2011
"34643","Menstl mgrn w ntrc w st",9,,81,"No","Yes",2011
"34650","Prst aura wo inf/ntr/st",9,,81,"No","Yes",2011
"34651","Prs ara w ntr wo inf/st",9,,81,"No","Yes",2011
"34652","Prs ara wo inf/ntr w st",9,,81,"No","Yes",2011
"34653","Prs ara wo inf w ntr/st",9,,81,"No","Yes",2011
"34660","Prs ara w inf wo ntr/st",9,,81,"No","Yes",2011
"34661","Prs ara w/inf/ntr wo st",9,,81,"No","Yes",2011
"34662","Prs ara wo ntr w inf/st",9,,81,"No","Yes",2011
"34663","Prst ara w inf w ntr/st",9,,81,"No","Yes",2011
"34670","Ch mgr wo ar wo nt wo st",9,,81,"No","Yes",2011
"34671","Ch mgr wo ara w nt wo st",9,,81,"No","Yes",2011
"34672","Ch mgr wo ara wo nt w st",9,,81,"No","Yes",2011
"34673","Ch mgr wo ara w ntr w st",9,,81,"No","Yes",2011
"34680","Othr migrne wo ntrc mgrn",9,,81,"No","Yes",2011
"34681","Othr migrne w ntrc mgrne",9,,81,"No","Yes",2011
"34682","Oth mgr wo ntrc w st mgr",9,,81,"No","Yes",2011
"34683","Oth mgr w ntrc w st mgr",9,,81,"No","Yes",2011
"34690","Migrne unsp wo ntrc mgrn",9,,81,"No","Yes",2011
"34691","Mgrn unsp w ntrc mgr std",9,,81,"No","Yes",2011
"34692","Mgr NOS wo ntrc w st mgr",9,,81,"No","Yes",2011
"34693","Mgrn NOS w ntrc w st mgr",9,,81,"No","Yes",2011
"34700","Narcolepsy w/o cataplexy",9,,156,"No","Yes",2011
"34701","Narcolepsy w cataplexy",9,,156,"No","Yes",2011
"34710","Narclpsy w/o cat oth dis",9,,156,"No","Yes",2011
"34711","Narcolepsy w cat oth dis",9,,156,"No","Yes",2011
"3481","Anoxic brain damage",9,75,,"Yes","No",2011
"3484","Compression of brain",9,75,,"Yes","No",2011
"3485","Cerebral edema",9,75,,"Yes","No",2011
"3491","Complication cns device",9,164,,"Yes","No",2011
"3501","Trigeminal neuralgia",9,,83,"No","Yes",2011
"3502","Atypical face pain",9,,83,"No","Yes",2011
"3508","Trigeminal nerve dis NEC",9,,83,"No","Yes",2011
"3509","Trigeminal nerve dis NOS",9,,83,"No","Yes",2011
"3536","Phantom limb (syndrome)",9,177,,"Yes","No",2011
"3560","Hered periph neuropathy",9,71,74,"Yes","Yes",2011
"3561","Peroneal muscle atrophy",9,71,74,"Yes","Yes",2011
"3562","Hered sensory neuropathy",9,71,74,"Yes","Yes",2011
"3563","Refsum's disease",9,71,74,"Yes","Yes",2011
"3564","Idio prog polyneuropathy",9,71,74,"Yes","Yes",2011
"3568","Idio periph neurpthy NEC",9,71,74,"Yes","Yes",2011
"3569","Idio periph neurpthy NOS",9,71,74,"Yes","Yes",2011
"3570","Ac infect polyneuritis",9,71,74,"Yes","Yes",2011
"3571","Neurpthy in col vasc dis",9,71,74,"Yes","Yes",2011
"3572","Neuropathy in diabetes",9,71,74,"Yes","Yes",2011
"3573","Neuropathy in malig dis",9,71,74,"Yes","Yes",2011
"3574","Neuropathy in other dis",9,71,74,"Yes","Yes",2011
"3575","Alcoholic polyneuropathy",9,71,74,"Yes","Yes",2011
"3576","Neuropathy due to drugs",9,71,74,"Yes","Yes",2011
"3577","Neurpthy toxic agent NEC",9,71,74,"Yes","Yes",2011
"35781","Chr inflam polyneuritis",9,71,74,"Yes","Yes",2011
"35782","Crit illness neuropathy",9,71,74,"Yes","Yes",2011
"35789","Inflam/tox neuropthy NEC",9,71,74,"Yes","Yes",2011
"3579","Inflam/tox neuropthy NOS",9,71,74,"Yes","Yes",2011
"35800","Mysthna grvs w/o ac exac",9,71,71,"Yes","Yes",2011
"35801","Myasthna gravs w ac exac",9,71,71,"Yes","Yes",2011
"3581","Myasthenia in oth dis",9,71,71,"Yes","Yes",2011
"3582","Toxic myoneural disorder",9,71,71,"Yes","Yes",2011
"3588","Myoneural disorders NEC",9,71,71,"Yes","Yes",2011
"3589","Myoneural disorders NOS",9,71,71,"Yes","Yes",2011
"3590","Cong hered musc dystrphy",9,70,,"Yes","No",2011
"3591","Hered prog musc dystrphy",9,70,,"Yes","No",2011
"35921","Myotonic musclr dystrphy",9,70,,"Yes","No",2011
"35922","Myotonia congenita",9,71,74,"Yes","Yes",2011
"35923","Myotonic chondrodystrphy",9,71,74,"Yes","Yes",2011
"35924","Drug induced myotonia",9,71,74,"Yes","Yes",2011
"35929","Myotonic disorder NEC",9,71,74,"Yes","Yes",2011
"3593","Periodic paralysis",9,71,74,"Yes","Yes",2011
"3594","Toxic myopathy",9,71,74,"Yes","Yes",2011
"3595","Myopathy in endocrin dis",9,71,74,"Yes","Yes",2011
"3596","Infl myopathy in oth dis",9,71,74,"Yes","Yes",2011
"35971","Inclusion body myositis",9,71,74,"Yes","Yes",2011
"35979","Inflm/immune myopath NEC",9,71,74,"Yes","Yes",2011
"35981","Critical illness myopthy",9,71,74,"Yes","Yes",2011
"35989","Myopathies NEC",9,71,74,"Yes","Yes",2011
"3599","Myopathy NOS",9,71,74,"Yes","Yes",2011
"36201","Diabetic retinopathy NOS",9,,111,"No","Yes",2011
"36202","Prolif diab retinopathy",9,119,111,"Yes","Yes",2011
"36203","Nonprolf db retnoph NOS",9,,111,"No","Yes",2011
"36204","Mild nonprolf db retnoph",9,,111,"No","Yes",2011
"36205","Mod nonprolf db retinoph",9,,111,"No","Yes",2011
"36206","Sev nonprolf db retinoph",9,,111,"No","Yes",2011
"36207","Diabetic macular edema",9,,111,"No","Yes",2011
"36510","Open-angle glaucoma NOS",9,,113,"No","Yes",2011
"36511","Prim open angle glaucoma",9,,113,"No","Yes",2011
"36512","Low tension glaucoma",9,,113,"No","Yes",2011
"36513","Pigmentary glaucoma",9,,113,"No","Yes",2011
"36514","Glaucoma of childhood",9,,113,"No","Yes",2011
"36515","Residual opn ang glaucma",9,,113,"No","Yes",2011
"36641","Diabetic cataract",9,,14,"No","Yes",2011
"37923","Vitreous hemorrhage",9,119,,"Yes","No",2011
"39891","Rheumatic heart failure",9,,87,"No","Yes",2011
"4010","Malignant hypertension",9,,88,"No","Yes",2011
"4011","Benign hypertension",9,,88,"No","Yes",2011
"4019","Hypertension NOS",9,,88,"No","Yes",2011
"40200","Mal hyp ht dis w/o hf",9,,88,"No","Yes",2011
"40201","Mal hypert hrt dis w hf",9,80,87,"Yes","Yes",2011
"40210","Benign hyp ht dis w/o hf",9,,88,"No","Yes",2011
"40211","Benign hyp ht dis w hf",9,80,87,"Yes","Yes",2011
"40290","Hyp hrt dis NOS w/o hf",9,,88,"No","Yes",2011
"40291","Hyp ht dis NOS w ht fail",9,80,87,"Yes","Yes",2011
"40300","Mal hy kid w cr kid I-IV",9,,125,"No","Yes",2011
"40301","Mal hyp kid w cr kid V",9,131,122,"Yes","Yes",2011
"40310","Ben hy kid w cr kid I-IV",9,,125,"No","Yes",2011
"40311","Ben hyp kid w cr kid V",9,131,122,"Yes","Yes",2011
"40390","Hy kid NOS w cr kid I-IV",9,,125,"No","Yes",2011
"40391","Hyp kid NOS w cr kid V",9,131,122,"Yes","Yes",2011
"40400","Mal hy ht/kd I-IV w/o hf",9,,125,"No","Yes",2011
"40401","Mal hyp ht/kd I-IV w hf",9,80,125,"Yes","Yes",2011
"40402","Mal hy ht/kd st V w/o hf",9,131,122,"Yes","Yes",2011
"40403","Mal hyp ht/kd stg V w hf",9,131,122,"Yes","Yes",2011
"40410","Ben hy ht/kd I-IV w/o hf",9,,125,"No","Yes",2011
"40411","Ben hyp ht/kd I-IV w hf",9,80,125,"Yes","Yes",2011
"40412","Ben hy ht/kd st V w/o hf",9,131,122,"Yes","Yes",2011
"40413","Ben hyp ht/kd stg V w hf",9,131,122,"Yes","Yes",2011
"40490","Hy ht/kd NOS I-IV w/o hf",9,,125,"No","Yes",2011
"40491","Hyp ht/kd NOS I-IV w hf",9,80,125,"Yes","Yes",2011
"40492","Hy ht/kd NOS st V w/o hf",9,131,122,"Yes","Yes",2011
"40493","Hyp ht/kd NOS st V w hf",9,131,122,"Yes","Yes",2011
"40501","Mal renovasc hypertens",9,,88,"No","Yes",2011
"40509","Mal second hyperten NEC",9,,88,"No","Yes",2011
"40511","Benign renovasc hyperten",9,,88,"No","Yes",2011
"40519","Benign second hypert NEC",9,,88,"No","Yes",2011
"40591","Renovasc hypertension",9,,88,"No","Yes",2011
"40599","Second hypertension NEC",9,,88,"No","Yes",2011
"41000","AMI anterolateral,unspec",9,82,89,"Yes","Yes",2011
"41001","AMI anterolateral, init",9,81,89,"Yes","Yes",2011
"41002","AMI anterolateral,subseq",9,82,89,"Yes","Yes",2011
"41010","AMI anterior wall,unspec",9,82,89,"Yes","Yes",2011
"41011","AMI anterior wall, init",9,81,89,"Yes","Yes",2011
"41012","AMI anterior wall,subseq",9,82,89,"Yes","Yes",2011
"41020","AMI inferolateral,unspec",9,82,89,"Yes","Yes",2011
"41021","AMI inferolateral, init",9,81,89,"Yes","Yes",2011
"41022","AMI inferolateral,subseq",9,82,89,"Yes","Yes",2011
"41030","AMI inferopost, unspec",9,82,89,"Yes","Yes",2011
"41031","AMI inferopost, initial",9,81,89,"Yes","Yes",2011
"41032","AMI inferopost, subseq",9,82,89,"Yes","Yes",2011
"41040","AMI inferior wall,unspec",9,82,89,"Yes","Yes",2011
"41041","AMI inferior wall, init",9,81,89,"Yes","Yes",2011
"41042","AMI inferior wall,subseq",9,82,89,"Yes","Yes",2011
"41050","AMI lateral NEC, unspec",9,82,89,"Yes","Yes",2011
"41051","AMI lateral NEC, initial",9,81,89,"Yes","Yes",2011
"41052","AMI lateral NEC, subseq",9,82,89,"Yes","Yes",2011
"41060","True post infarct,unspec",9,82,89,"Yes","Yes",2011
"41061","True post infarct, init",9,81,89,"Yes","Yes",2011
"41062","True post infarct,subseq",9,82,89,"Yes","Yes",2011
"41070","Subendo infarct, unspec",9,82,89,"Yes","Yes",2011
"41071","Subendo infarct, initial",9,81,89,"Yes","Yes",2011
"41072","Subendo infarct, subseq",9,82,89,"Yes","Yes",2011
"41080","AMI NEC, unspecified",9,82,89,"Yes","Yes",2011
"41081","AMI NEC, initial",9,81,89,"Yes","Yes",2011
